,categoryId,retailerId,category,categories,productId,sku,name,description,brand,price,prev_price,price_unit,unit,price_unit_0,price_unit_1
50,d23866c2-be35-4c09-936b-2272d32aaef7,30990,Frozen Meat Alternatives,Grocery/Frozen/Frozen Meat/Frozen Meat Alternatives,00842234001091,00842234001091,Gardein - Meat Free Beefless Ground,Frozen Garden Grown Protein.  For Meat and Veggie Lovers Alike.,Gardein,4.99,6.29,$1.28/100g,gram,1.28,100
51,6e69273b-5bd9-4bcb-9de0-3489390cb7b1,30779,Fresh Sandwiches & Meals to Go,Grocery/Deli & Ready Made Meals/Quick Ready Meals & Sides/Fresh Sandwiches & Meals to Go,00056364900722,00056364900722,Save-On-Foods - Roast Beef & Cheddar Cheese Sandwich,"Thick Sliced Whole Wheat of White Bread, Mayonnaise, Roast Beef, Sliced Cheddar Cheese and Leaf Lettuce.",Save-On-Foods,5.99,,,each,,
52,3244d901-e0b9-4190-97c2-44362c27c935,30827,Fish,Grocery/Meat & Seafood/Fish,00226248000002,00226248000002,Ahi Tuna - Previously Frozen,Previously Frozen.  Ocean Wise Recommended. Each Fillet Average Weight is Approx 250g. Available While Quantities Last.,Ahi Tuna,9.475,11.475,$3.79/100g,gram,3.79,100
53,02cbd7d8-9c68-4207-bf02-9f4859a566ab,30811,Marinated Pork,Grocery/Meat & Seafood/Pork & Ham/Marinated Pork,00858782001865,00858782001865,Siwin - Japanese Style Pork & Beef Gyoza Dumplings,Frozen Fully Cooked Heat and Serve. Made with 100% Canadian Pork & Beef. Aprox 22 Pieces per Package.,Siwin,7.19,,$1.44/100g,gram,1.44,100
54,15f96256-5921-4a91-9e50-d4c2e7610f91,30986,"Frozen Chicken Strips, Nuggets & More","Grocery/Frozen/Frozen Meat/Frozen Chicken Strips, Nuggets & More",00069299126891,00069299126891,Janes - Pub Style Chicken Strips,"Frozen, Fully Cooked Breaded Chicken Cutlettes. Made with White Meat. No Preservatives, 0 trans fat, Low in Saturated Fat, No Artificial Flavours or Colours",Janes,16.99,,$2.43/100g,gram,2.43,100
55,ccbec819-b594-4834-96e2-31555623354d,30977,Frozen Family Size Entrees,Grocery/Frozen/Frozen Meals & Sides/Frozen Family Size Entrees,00069299126891,00069299126891,Janes - Pub Style Chicken Strips,"Frozen, Fully Cooked Breaded Chicken Cutlettes. Made with White Meat. No Preservatives, 0 trans fat, Low in Saturated Fat, No Artificial Flavours or Colours",Janes,16.99,,$2.43/100g,gram,2.43,100
56,02cbd7d8-9c68-4207-bf02-9f4859a566ab,30811,Marinated Pork,Grocery/Meat & Seafood/Pork & Ham/Marinated Pork,00062639318574,00062639318574,Western Family - Fully Cooked BBQ Pork Back Ribs,A Full Rack of Naturally Smoked and Slow Cooked Pork Back Ribs in a Smoky BBQ Sauce. Keep Refrigerated.,Western Family,16.99,,$2.79/100g,gram,2.79,100
57,e4a2155a-857e-4da4-98d1-554acd80c6c8,30793,Ground & Patties,Grocery/Meat & Seafood/Beef & Veal/Ground & Patties,00288092000003,00288092000003,Western Canadian - Peppered Beef Patties,A lean ground beef patty crusted with our three blend pepper mix. Average weight 195 grams.,Western Canadian,3.5,,,each,,
58,18a631ec-fba9-406d-941a-a6ab1b3f509c,30799,Chicken Breasts,Grocery/Meat & Seafood/Chicken & Turkey/Chicken Breasts,00292614000006,00292614000006,"Western Canadian - Chicken Breast Boneless Skinless, Fresh",Tray Pack Approx. 2-3 Breast Per Pack. Chicken Raised on Family Farms. Western Canadian.  Average Weight of Each Package May Vary.,Western Canadian,8.402919123176604,,$2.40/100g,gram,2.40,100
59,27138030-a23e-4981-951b-16bca437e92a,30729,Deli Turkey Sliced,Grocery/Deli & Ready Made Meals/Meat/Fresh Sliced/Deli Turkey Sliced,00294373000006,00294373000006,"Lilydale - Turkey Breast, Sun Dried Tomato","Deli Sliced or Shaved. Please indicate in your Notes on Preference. Look to Lilydale for wholesome and delicious, 100% Canadian premium deli meats.",Lilydale,3.99,,$3.99/100g,gram,3.99,100
60,3244d901-e0b9-4190-97c2-44362c27c935,30827,Fish,Grocery/Meat & Seafood/Fish,00294562000008,00294562000008,"Cod - Fillets Wild, Fresh",Ocean Wise. White Delicate Fish. Wrapped and Packaged for Freshness. Average Weight of pack may Vary. One Fillet 150g. Please indicate number of Fillets required by selecting Quantity. Ocean Wise.,Cod,5.985,,$3.99/100g,gram,3.99,100
61,30eea60b-b0a5-47ee-a1ef-553dfa2120fe,30829,Smoked & Cured Fish,Grocery/Meat & Seafood/Smoked & Cured Fish,00062639204396,00062639204396,Western Family - Alder Wood Smoked Wild Sockeye Salmon,"Ocean Wise Sliced, Frozen Wild Sockeye Salmon.",Western Family,19.49,,$8.59/100g,gram,8.59,100
62,e4a2155a-857e-4da4-98d1-554acd80c6c8,30793,Ground & Patties,Grocery/Meat & Seafood/Beef & Veal/Ground & Patties,00051270109306,00051270109306,Hill's Legacy - Beef Ground Lean Organic,"Small batch, artisan produced - using consciously sourced meat. No preservatives, fillers, or artificial flavours. Hills Legacy Meats handcrafts food that is good for you from farms that are good for the planet. Frozen to preserve freshness",Hill's Legacy,14.99,,$3.30/100g,gram,3.30,100
63,b75b50de-2b81-4593-bd82-6ae00db058b6,30996,Frozen Meat Pizza,Grocery/Frozen/Frozen Pizza/Frozen Meat Pizza,00071921373443,00071921373443,Delissio - Rising Crust Pizza -  3 Meat,"Pepperoni, Seasoned Beef & Italian Sausage Pizza",Delissio,7.69,,$0.92/100g,gram,0.92,100
64,58a125ec-7440-40bc-a38b-3c185dfcd8a2,30989,Frozen Meat Pies and Dinners,Grocery/Frozen/Frozen Meat/Frozen Meat Pies and Dinners,00062639288341,00062639288341,Western Family - Meat Pies - Turkey & Vegetable,Frozen. Oven Ready 6 Pies.,Western Family,9.99,11.69,$1.67 each,each,1.67 ,
65,9266091f-9f48-48d6-9f36-b1b69e542b0a,30808,Ground Pork,Grocery/Meat & Seafood/Pork & Ham/Ground Pork,00290004000001,00290004000001,Western Canadian - Ground Pork Lean,Fresh. Vegetable Grain Fed. No Added Hormones. Average weight may vary for each package.,Western Canadian,6.503658780680134,,$1.39/100g,gram,1.39,100
66,e4a2155a-857e-4da4-98d1-554acd80c6c8,30793,Ground & Patties,Grocery/Meat & Seafood/Beef & Veal/Ground & Patties,00051270109313,00051270109313,Hill's Legacy - Extra Lean Organic Ground Beef,Handcrafted in BC using 100% Certified Organic Beef,Hill's Legacy,16.99,,$3.74/100g,gram,3.74,100
67,4a89209c-eafc-471d-a190-a7fc0b39b9c8,30813,Pork Ribs,Grocery/Meat & Seafood/Pork & Ham/Pork Ribs,00290753000000,00290753000000,"Save-On-Foods - Pork Back Ribs, Fresh",Avg Package 2 Rack of Ribs.,Save-On-Foods,28.344833049109724,,$2.18/100g,gram,2.18,100
68,227ab043-80b5-4823-8fa0-da976414d56d,30983,Frozen Burgers & Patties,Grocery/Frozen/Frozen Meat/Frozen Burgers & Patties,00062639336394,00062639336394,Western Family - Fully Cooked Angus Beef Burgers,Frozen. Made with 51% Angus Beef. Heat & Serve Ready in Approx. 2 Minutes. 6 -4oz Patties.,Western Family,12.99,,$2.17 each,each,2.17 ,
69,d23866c2-be35-4c09-936b-2272d32aaef7,30990,Frozen Meat Alternatives,Grocery/Frozen/Frozen Meat/Frozen Meat Alternatives,00842234000896,00842234000896,Gardein - Chipotle Lime Meat Free Crispy Fingers,For meat and veggie lovers alike. Bake and wake up your taste buds in 10 minutes! Contains 200 calories and 15g of protein per serving.,Gardein,4.99,6.29,$1.85/100g,gram,1.85,100
70,4c171bbd-ab9d-497f-ab48-9ed6eb8229db,30796,Beef Steak Cuts,Grocery/Meat & Seafood/Beef & Veal/Beef Steak Cuts,00883353006352,00883353006352,TopGrass - Beef Striploin Steaks,"Delicious Striploin Steaks (Frozen), perfect for the BBQ.",TopGrass,16.99,,$6.66/100g,gram,6.66,100
